  0   1          0.0000
  1   1          1.0000
  2   1          2.0000
  3   1          3.0000
  4   1          4.0000
  5   1          5.0000
  6   1          6.0000
  7   1          7.0000
  8   1          8.0000
  9   1          9.0000
 10   1         10.0000
 11   1         11.0000
 12   1         12.0000
 13   1         13.0000
 14   1         14.0000
 15   1         15.0000
 16   1         16.0000
 17   1         17.0000
 18   1         18.0000
 19   1         19.0000
 20   1         20.0000
 21   1         21.0000
 22   1         22.0000
 23   1         23.0000
 24   1         24.0000
 25   1         25.0000
 26   1         26.0000
 27   1         27.0000
 28   1         28.0000
 29   1         29.0000
 30   1         30.0000
 31   1         31.0000
 32   1         32.0000
 33   1         33.0000
 34   1         34.0000
 35   1         35.0000
 36   1         36.0000
 37   1         37.0000
 38   1         38.0000
 39   1         39.0000
 40   1         40.0000
 41   1         41.0000
 42   1         42.0000
 43   1         43.0000
 44   1         44.0000
 45   1         45.0000
 46   1         46.0000
 47   1         47.0000
 48   1         48.0000
 49   1         49.0000
 50   1         50.0000
 51   1         51.0000
 52   1         52.0000
 53   1         53.0000
 54   1         54.0000
 55   1         55.0000
 56   1         56.0000
 57   1         57.0000
 58   1         58.0000
 59   1         59.0000
 60   1         60.0000
 61   1         61.0000
 62   1         62.0000
 63   1         63.0000
 64   1         64.0000
 65   1         65.0000
 66   1         66.0000
 67   1         67.0000
 68   1         68.0000
 69   1         69.0000
 70   1         70.0000
 71   1         71.0000
 72   1         72.0000
 73   1         73.0000
 74   1         74.0000
 75   1         75.0000
 76   1         76.0000
 77   1         77.0000
 78   1         78.0000
 79   1         79.0000
 80   1         80.0000
 81   1         81.0000
 82   1         82.0000
 83   1         83.0000
 84   1         84.0000
 85   1         85.0000
 86   1         86.0000
 87   1         87.0000
 88   1         88.0000
 89   1         89.0000
 90   1         90.0000
 91   1         91.0000
 92   1         92.0000
 93   1         93.0000
 94   1         94.0000
 95   1         95.0000
 96   1         96.0000
 97   1         97.0000
 98   1         98.0000
 99   1         99.0000
100   1        100.0000
